bugiewoodies	#forzaITALIA #good #worldcup #brazil http://t.co/y383zuKDHW
iFiFa2014	#Brazil #FIFA2014 #WorldCup #izaïs #woufbox #wouf #box #dog #pet #love #football #worldcup #tendance #8mois #love... http://t.co/vkBNvGkW3e
iFiFa2014	#Brazil #FIFA2014 #WorldCup #honda #trening #WorldCup #WorldCup2014 #brazil #brazil2014 #brasil #brasil2014 #open... http://t.co/NMumVA1yz4
iFiFa2014	#Brazil #FIFA2014 #WorldCup #England v #Italy #Worldcup #2014 #Fifa #Gerrard #Rooney #Gashkhowra #Bengali http://t.co/QNw1gq427y
iFiFa2014	#Brazil #FIFA2014 #WorldCup Destruidoras mesmo! #beer #fifaworldcup #Brazilians #brazil http://t.co/cWFCpqcVwX
iFiFa2014	#Brazil #FIFA2014 #WorldCup 7am practice was a good way to start today now shower rest and wait for Colombia vs G... http://t.co/X9KUymT2Sl
iFiFa2014	#Brazil #FIFA2014 #WorldCup Man finally after 16 long years, the Colombian national soccer team plays today in fr... http://t.co/a2ZhXhwLf0
holmesidecoffee	Pirlo in Brazil. Looking forward to seeing this dude kick the ball. Still, come on England! #worldcup… http://t.co/5ofYDhIahH
iFiFa2014	#Brazil #FIFA2014 #WorldCup This will happen again got to have FAITH. COME ONE ENGLAND #worldcup #england http://t.co/J9hoGtlkFc
iFiFa2014	#Brazil #FIFA2014 #WorldCup For #worldcup!! #Brasil#excited#oldnavy#Japan#soccer#football http://t.co/toQrgTk2qQ
iFiFa2014	#Brazil #FIFA2014 #WorldCup Three lions on the shirt! #england #threelions #worldcup http://t.co/z3kSL0RgD5
iFiFa2014	#Brazil #FIFA2014 #WorldCup #colombia vs #greece  What you think about this match who will win and what the score ? http://t.co/ub5NBsEWlo
iFiFa2014	#Brazil #FIFA2014 #WorldCup The wait is nearly over! Super Mario its your time to shine⚽ #worldcup#italia#balotelli http://t.co/r8nz03qgw1
iFiFa2014	#Brazil #FIFA2014 #WorldCup Let's get ready for the first match at 12am - Columbia vs Greece  #fifaworldcup #mof ... http://t.co/1r3dEmYpjP
iFiFa2014	#Brazil #FIFA2014 #WorldCup #Me#FifaWorldCup #NailArt http://t.co/HPNSMGfsjg
iFiFa2014	#Brazil #FIFA2014 #WorldCup CRACK  #cuadrado #colombia #4 cuadrado11 #fifaworldcup #worldcup2014 #brazil #brasil2... http://t.co/TGAdWYcz4I
iFiFa2014	#Brazil #FIFA2014 #WorldCup #england #threelions #worldcup #doomed http://t.co/KgkchNArfo
iFiFa2014	#Brazil #FIFA2014 #WorldCup From today til the end of 2014 World Cup, Italia's tshirts and jerseys will be the on... http://t.co/41J31opXio
iFiFa2014	#Brazil #FIFA2014 #WorldCup #comeonengland #england #worldcup http://t.co/44VOncfN88
iFifaWorIdCup	#Fifa #WorldCup World Cup 5SPA1N #worldcup #brasil2014 #brazil http://t.co/WYF7pWOawx
iFiFa2014	#Brazil #FIFA2014 #WorldCup #pink #eyes #big #hair #half #face #bored #waiting #worldcup #tonight #buzzin #world ... http://t.co/nUeTpfwCAa
iFiFa2014	#Brazil #FIFA2014 #WorldCup 5SPA1N #worldcup #brasil2014 #brazil http://t.co/oEwqrMSS1f
iFiFa2014	#Brazil #FIFA2014 #WorldCup Idolos! #holland #holanda #fifa #worldcup #2014 #football #revanche #mitos http://t.co/Ck9BVnugD5
iFiFa2014	#Brazil #FIFA2014 #WorldCup Good Morniiiiing! Continuando com a saga "World Cup Vocabulary" 😀😀 - Mais tarde vou c... http://t.co/AedIXw9Kns
NiallerTeDash	gonna be in for Brazil England and Portugal now!  #WorldCup
NedaFiroze	Brazil walon k to mazay hi aa gaye. abhi worldcup aur phr 2016 main Olympics
pollyprissypant	Dug my t-shirt out, got my car flag on...let's do this #ENG! #worldcup #fifa #brazil #footienerd http://t.co/0pak0HjKln
ANurkic	Finally we reached the day #32countries #worldcup #nationalteams #brazil #2014 #worldcupbrazil (video made ... https://t.co/vxAbBYeEdi
Pirate_Journal	World Cup 2014: Brazil Beats #Croatia in Opener - Sunrise in Sao Paulo started with a mixed... http://t.co/lblMsLey0A  #SaoPaulo #WorldCup
oldiesmexico	#nowplaying el padre abraham y sus pitufos - PITU-PITUFEMOS en http://t.co/x2k7dK0HEe Mexico oldies 11:11 Que YOLO Brazil WorldCup
brazil_agent	World Cup - Switzerland-Ecuador matchpack: Pressure to perform - Yahoo Eurosport UK http://t.co/6RJVdumZLk #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup Preview: Ivory Coast v Japan - Exeter Express and Echo http://t.co/2hGCxzciwy #Brazil2014 #WorldCup #brazil
brazil_agent	Football fan heads out for World Cup - to Mexico - http://t.co/ANPaML0rxL http://t.co/NkEXIPbPeU #Brazil2014 #WorldCup #brazil
brazil_agent	Spain faces identity crisis after World Cup loss - Hamilton Spectator http://t.co/qCA42HnEjG #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup 2014: Diego Costa and Spain's nightmare - SWOL http://t.co/0fxpkzudLr #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup 2014: Spain v Netherlands Preview and Projected Lineups - SWOL http://t.co/akv0DhWfr6 #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup: Greece vs. Colombia LIVE Blog - Greek Reporter http://t.co/xC4M8XRvT1 #Brazil2014 #WorldCup #brazil
brazil_agent	Don't fall foul of law during World Cup - This Is Wiltshire http://t.co/yGKgf2nvaU #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup heads to jungle for England vs Italy - Malta Independent Online http://t.co/EONmdynYAO #Brazil2014 #WorldCup #brazil
yaksmb	Muslera: Uruguay can win it in Brazil again http://t.co/9K4WzRJD8M #FansConnect
dinda_dicomm	I'm supporting Brazil, especially for @NeymarJR :) Go @CBF_FUTEBOL! #WorldCup Who are you supporting? https://t.co/cj9swcqOnL
angelicacabero	"@mixcloud:You've got until the end of June to enter our #DJcompetition &amp; win a trip to #Brazil during #WorldCup: http://t.co/DEKoYiRQrs#DJ"
iLikeFacebuk	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/z4I3pt98ru
oluwabebe11	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/yZlUIe1Kus
NigeriaNewsHub	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/YmThdfIEyi
Itz_Mozeez	[TheTrent] Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/xwg36aODUR
JackieUko	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/H26igsyeA0
LEGACYfied	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/bke1kltQRr
Cutesluvly	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/lFR93ig3V9
azizauko	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/DCrSYVPkSb
TheTrentOnline	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/0mL3Xu9YxO
chigbou	Child Prostitutes Flood The Streets Of Brazil To Cash-In On Fans At #WorldCup (PHOTOS)  http://t.co/12ch34JC82
namecoman111	#WorldCup #brazil Leys go brazil!
Anonyzation	Protesters of #Brazil #WorldCup will not be silenced. http://t.co/k4faDpERaL
Paul_FBK	EXCLUSIVE:This is how #Netherlands #TheFlyingDutchmen #VanPersie are training in #Brazil #WorldCup  http://t.co/W3CrPoaJw2
HistoricalPlays	Brazil hosted the 1950 World Cup and were widely expected to defeat Uruguay in the final, but lost 2-1. #WorldCup http://t.co/kFPFno5M7H
Itsamugsgame	I have an interesting #WorldCup  trade  http://t.co/mD9eZ3bPAL #Spain #Brazil2014 #Brazil
FelipeEstefan	If you missed our conversation about the #WorldCup and #OpenGov, watch the replay here: http://t.co/P6pfsv6nLS #OpenGovNow #Brazil #Gov20
AadityaJnit	I'm gearing up for the #WorldCup. Brazil https://t.co/enuZtH1rgO
AbsoCharleston	Football freestylist Kotaro Tokuda dresses up as a Samurai in Brazil.  http://t.co/5kh76qzBd8 #WorldCup http://t.co/ergz3PJh1D
mshoaibgandhi	Go @CBF_FUTEBOL! #WorldCup Who are you supporting? https://t.co/zLYUtFF8QC BRAZIL
FREETRAVELBOOK	Brazil #WorldCup 2014: Rio | The Lazy Traveler's Handbook http://t.co/16eUzXfkTI
kreeshapokharel	brazil#WorldCup
inexxus	#Google #Doodle Celebrates Brazil and the #WorldCup http://t.co/9oSbDm3dbC http://t.co/Kg5wHhPzqf
oldiesmexico	#nowplaying Radio Futura - Escuela de Calor en http://t.co/x2k7dK0HEe Mexico oldies 11:11 Que YOLO Brazil WorldCup
greasymarsh	In Manaus, Brazil. Getting ready for the inevitable Greece loss to Colombia. #WorldCup
r_alhames	Global Voices 360 Trending #WorldCup2014 special coverage. Cheers, Tears and Football in #Brazil http://t.co/3YlUv2FOH2 #OccupyWorldCup
MEDAXS	Brazil takes advantage of #WorldCup2014 crowds to test for #HIV #BRA #worldcup http://t.co/ctJs0VWt6i
Sir_Monroe	GO #Colombia and go #Italy!! #worldcup #soccer #brazil ⚽️🏆 http://t.co/5wZwVcpcvR
_Alex_Wright_	@Tiametmarduk I think you should do spa or Brazil as it's the worldcup
Royal_Shopper	The #WorldCup has kicked off… So ladies treat yourself with this Brazil Charm from @PANDORA_UK. #jewellery http://t.co/padp9iQZg0
DJGoPro	#Brazil #WorldCup
HaitiNewsNet	#Brazil vs #Croatia 3-1 All Goals And Highlights - #WorldCup Brazil - 12/06/2014 http://t.co/iURKpsxiSx
DobsonJan	Brazil is hosting the FIFA #WorldCup, yes? Brazil has people living in poverty, yes? So millions of fans are each making a donation, yes?
DougMacESPN	Of course Brazil has an airline called Gol. #WorldCup http://t.co/98IFbfgAgJ
talibanochuodho	I'm gearing up for the #WorldCup. Who are you supporting? https://t.co/pZ983kFPAI BRAZIL DAMU
FerNBeeZy	@MrBruCru21 those "worldcup/Brazil" or whatever they're called? Those are dope as hell! I'll give the CP3s to my pops lol he could careless
moniglesias	made #flagface #worldcup #worldcup2014 #football #brazil #COL with #iPhone App http://t.co/dgpC85IlkG http://t.co/16XtpKx0E5
GeEkYGoSsiP_	Jennifer Lopez to Skip World Cup Performance in Brazil http://t.co/bBQp41QLRM  #Brazilian #opening #WorldCup
kaleidoscopebym	We support the colours BRAZIL #football #passion #worldcup #game #energy #green #yellow #brazil #team #vibrant... http://t.co/t3E5XnUyhT
WashingtonPist	A primer on earth’s greatest sporting spectacle, the World Cup -  Brazil is hosting the World Cup, and,... http://t.co/OysQCELSD9  #WorldCup
loveneeshmalik	#teamfollobwack #TFB #loveneeshmalik #jokingcobra #follobackforfolloback #football i want brazil to win this football worldcup #TeamBrazil
TalkeeTech	This Image Is Not From The 2014 #Brazil #WorldCup http://t.co/bF06QGLpBI 'Debunk alert! That photo of a woman in a trash dumpster is old...'
Swide	15 reasons not football related to support Italy http://t.co/dQmaUvyAZx #ItaliaInghilterra #WorldCup
TeivoTeivainen	Presidential candidate of #PSOL, the main left-of-PT party in #Brazil, quits. He disliked the party's anti-#WorldCup role. #NaoVaiTerCopa.
oldiesmexico	#nowplaying Tatiana - Mario en http://t.co/x2k7dK0HEe Mexico oldies 11:11 Que YOLO Brazil WorldCup
moniglesias	made #flagface #worldcup #worldcup2014 #football #brazil #COL with #iPhone App http://t.co/dgpC85IlkG http://t.co/2KP4wljA4F
ShipleyClizan	Not to be underestimated: the value of being in similar time zone as Brazil. Makes #WorldCup watching much easier!
DnBLines	Todays #WorldCup babe http://t.co/I3QKIlFPmB @jess_em94 @DanNeilson1 @FulhamFC @robboma3 #sexy #brazil #xxx
renerags	Stop the slaughter of Amazon river dolphins in Brazil! #WorldCup #Brazil via @Care2 http://t.co/sRohnzekPJ
Aadi20032008	I’m gearing up for the #WorldCup. Who are you supporting? Brazil
H__is__me	Awesome! lol #worldcup#saopaulo#brazil#brasil#copadomundo#coupesumonde#esporte#sport#football#futebol#soccer http://t.co/mXVRlEpBaS
thirstyco	#worldcup #greece #yolo #brazil http://t.co/GgMo5NI6Am
JCM21	The countdown has begun ... Vamos Ticos! #worldcup #brazil #fortaleza #uruguay #costarica @ Fortaleza… http://t.co/nKz5W7bdpO
xUbahA	Imagine Netherlands winning there first WorldCup in fucking Brazil, would be insane!
aapworldcup	After game... #brazil #brazil2014 #worldcup #caipirinha #drinks #lifestyle http://t.co/6Hif9iWctg
KirstieWragg	... although I do LOVE #ITA #WorldCup #WorldCup2014 #Brazil
RIOEVENTDESIGN	Rodrigo warming up for the worldcup #2014worldcup #rioeventdesign #brazil http://t.co/9pBLOtuYCn
AlexOrtiz_69	"@waterinstinct1: Football &amp; Surf #Brazil #Worldcup  By ASP http://t.co/7u9mJzxHPq"
KirstieWragg	I'm picking... #GRE #CRC #ENG #CIV #WorldCup #WorldCup2014 #Brazil
VizualDze	Hundreds of number specific #WorldCup Panini stickers for sale! Check out my eBay auction. #GotGotNeed http://t.co/J7CQXD7paB
KojoIsco	Lovren's wife mocks referee Nishimura with Brazil shirt pic http://t.co/KHrPknkhTX #WorldCup"
ScoutWC	Scout World: Argentina vs. Bosnia-Herzegovina: Key Selection Decisions for Alejandro Sabella http://t.co/0pMXGFZcRp #Worldcup #Brazil
ziamshollister	Maybe we're also going to win the worldcup in brazil if we continue playing like yesterdag
HBodz	Just can't imagine the buzz if I was in Brazil right now #worldcup
elviajista	“@Independent: World Cup fans in Brazil warned of shark attacks in Recife's dangerous waters http://t.co/xGz9Wz758j http://t.co/FQzyKbrnYc”
waterinstinct1	Football &amp; Surf #Brazil #Worldcup  By ASP http://t.co/s7NM7yKpm3
Ken81945206Ken	made #flagface #worldcup #worldcup2014 #football #brazil #BIH with #iPhone App http://t.co/d4uJeOH9iH http://t.co/QlzXhQrc0B
frankc8	That's what makes Australia Australia!!  #FIFA #WorldCup #Brazil #Australia #AUS #suzurijp #suzuri http://t.co/qqnNAfiA0k
carolziinhaaax	Good morning Brazil !!! Let's take over the USA!!! #worldcup #brasil #vaitercopasim @ New Wave http://t.co/YlboqsLOMY
FabianCuev6	by @veridrago " #VamosColombia Lets go Colombia 💛💙❤️⚽️⚽️⚽️⚽️💛💙❤️⚽️⚽️💛💙❤️👜👜 #brasil #brazil #colombia #worldcup #w... http://t.co/0S1j5Xt8jT
iFiFa2014	#Brazil #FIFA2014 #WorldCup #BrasileiraDeCorpoAlmaEFe #BrasilCampeao #VaiBrasil #Weareone #worldCup #Cup #World #... http://t.co/YyttYwHk8l
iFifaWorIdCup	#Fifa #WorldCup World Cup #worldcup #soccer #calcio #weareacmilan #brazil #soccerforlife #soccerplayer #futbol #f... http://t.co/8H3tVIib9a
iFiFa2014	#Brazil #FIFA2014 #WorldCup I made my choice ✌️✨ Let's teach #England how to play football 👊⚽️ C'mon #Italia 🇮🇹 #... http://t.co/u1vDJAivf3
iFiFa2014	#Brazil #FIFA2014 #WorldCup ⚽️⚽️⚽️☀️☀️☀️ #photooftheday #photo#instacool#instamood#instadaily#soccer#game#worldcu... http://t.co/YxyWcjt6RC
iFiFa2014	#Brazil #FIFA2014 #WorldCup #thirdrow #bestmatch #of #worldcup #ned #vs #esp http://t.co/6rjvDAt0Uw
iFiFa2014	#Brazil #FIFA2014 #WorldCup #BRACRO #BOYCOTTTHEWORLDCUP #Brazil #WorldCup #riodejaneiro #ipanema #WM2014 #FIFA #C... http://t.co/k7cn9F7qfu
Holliebond17	On that England hype #England #worldcup #rio2014 #brazil #rooney #numbernine #raybans #football #soccer http://t.co/j3lpekCEz6
oldiesmexico	#nowplaying Thalia - LIBERTAD DE EXPRESI�N en http://t.co/x2k7dK0HEe Mexico oldies 11:11 Que YOLO Brazil WorldCup
KirstieWragg	Today's matches... #COL #GRE #URU #CRC #ENG #ITA #CIV #JPN #WorldCup #WorldCup2014 #Brazil
Aniel_Luz	Muslera: Uruguay can win it in Brazil again http://t.co/VmgRt6oPjz
frankc8	australia-2014-15-nike-away #FIFA #WorldCup #Brazil #Australia #AUS #Nike http://t.co/OnRNgy8CR8
iFifaWorIdCup	#Fifa #WorldCup World Cup That time of year full of celebrations and countries uniting #fifaworldcup #brazil #bra... http://t.co/5gHGntHKgs
ChipFoles	Muslera: Uruguay can win it in Brazil again http://t.co/YCimmvthUC
MailSport	England have their very own #WorldCup CHAMBER OF SECRETS http://t.co/oWLqkzFdU5
iFifaWorIdCup	#Fifa #WorldCup World Cup #BRACRO #BOYCOTTTHEWORLDCUP #Brazil #WorldCup #riodejaneiro #ipanema #WM2014 #FIFA #Cam... http://t.co/cz7IjylgwN
Inaa_Tanaro	Ola! Fifa world cup brazil #worldcup #brazil #2014 http://t.co/D9IYpyCRtK
shirjanov	Gotta love Brazil! #Brasil2014 #BrazilFans #FifaWorldCup #WorldCup http://t.co/o6NvDUcBWO
iFifaWorIdCup	#Fifa #WorldCup World Cup Demam piala dunia.. #worldcup #brazil http://t.co/isvAZMz0EK
zeusFanHouse	The Home-Team #Advantage In The World Cup -- And Beyond http://t.co/krBu8M6jCI #FIFA #WorldCupStuff @FIFAcom @FifaWorldCup #Brazil #WorldCup
LuisFrnandz_	by @veridrago " #VamosColombia Lets go Colombia 💛💙❤️⚽️⚽️⚽️⚽️💛💙❤️⚽️⚽️💛💙❤️👜👜 #brasil #brazil #colombia #worldcup #w... http://t.co/9XRIPTN28C
brazil_agent	Mikel: Netherlands showed Nigeria anything is possible - Goal Singapore http://t.co/oRVFLcUgiG #Brazil2014 #WorldCup #brazil
brazil_agent	Netherlands goes nuts after World Cup demolition of Spain - Channel 4 News http://t.co/5G3FPr4WcL #Brazil2014 #WorldCup #brazil
AdrianGngr	by @veridrago " #VamosColombia Lets go Colombia 💛💙❤️⚽️⚽️⚽️⚽️💛💙❤️⚽️⚽️💛💙❤️👜👜 #brasil #brazil #colombia #worldcup #w... http://t.co/YICFw1NsuA
brazil_agent	5-1 Dutch defeat leaves Spain reeling at World Cup - http://t.co/HAfp2Vu8jn http://t.co/OrcZ9gDTcy #Brazil2014 #WorldCup #brazil
JacquesBlaauw2	Gooooo!!!!! Brazil... WIN THE WORLDCUP...
brazil_agent	Dutch romp past Spain with second-half explosion 0 - London Free Press http://t.co/0Uh4jaJ5Ez #Brazil2014 #WorldCup #brazil
brazil_agent	Football World Cup fever grips Pakistan - dunyanews.tv http://t.co/rNgdv5dq4S #Brazil2014 #WorldCup #brazil
AndresMuell	by @veridrago " #VamosColombia Lets go Colombia 💛💙❤️⚽️⚽️⚽️⚽️💛💙❤️⚽️⚽️💛💙❤️👜👜 #brasil #brazil #colombia #worldcup #w... http://t.co/JkEAK6fDWC
brazil_agent	Humbled Spanish urge unity before crucial Chile clash - Yahoo Canada Sports http://t.co/ghZJ1bNTuH #Brazil2014 #WorldCup #brazil
CesarVill0	by @veridrago " #VamosColombia Lets go Colombia 💛💙❤️⚽️⚽️⚽️⚽️💛💙❤️⚽️⚽️💛💙❤️👜👜 #brasil #brazil #colombia #worldcup #w... http://t.co/FjhrLppVQK
brazil_agent	Iran v Nigeria World Cup Preview - Football News http://t.co/qtxkYFIWLu #Brazil2014 #WorldCup #brazil
brazil_agent	Belgium v Algeria World Cup Preview - Dark horses to start well - Football News http://t.co/Yp6MQdb14a #Brazil2014 #WorldCup #brazil
frankc8	australia-2014-15-nike-home #FIFA #WorldCup #Brazil #Australia #AUS #Nike http://t.co/Rqnb0hrRBZ
brazil_agent	Germany v Portugal World Cup Preview - Ozil wants more respect - Football News http://t.co/rZCEBsg7Tg #Brazil2014 #WorldCup #brazil
brazil_agent	Ghana v USA World Cup Preview - Will Ghana be loved again? - Football News http://t.co/hZbvuMG0Ji #Brazil2014 #WorldCup #brazil
brazil_agent	World falls in on Spain after 5-1 Dutch drubbing - Irish Times http://t.co/kbmf4ZDacO #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup: New-look England and wizened Italy face jungle test - GMA News http://t.co/sJiAON78WS #Brazil2014 #WorldCup #brazil
brazil_agent	Elzinga's shot on target: secures Archery World Cup win for Netherlands - Boxscore http://t.co/zofDFhPlTp #Brazil2014 #WorldCup #brazil
brazil_agent	Russia snap USA compound women's run on World Cup team golds in 2014 - Boxscore http://t.co/gpUzjedJI5 #Brazil2014 #WorldCup #brazil
brazil_agent	World Cup gear watch: Mexico, Cameroon, Spain, Netherlands, Australia, and ... - SB Nation http://t.co/ge7vmxdl8o #Brazil2014 #WorldCup...
brazil_agent	Dutch Delight: Marveling At Netherlands' Masterclass Performance Against Spain - KENS 5 TV http://t.co/9YJFDjvak7 #Brazil2014 #WorldCup...
brazil_agent	World Cup 2014: My England squad were better - Eriksson - BBC Sport http://t.co/C5QBMULOOu #Brazil2014 #WorldCup #brazil
brazil_agent	2014 FIFA World Cup: Three players the fans deserved to watch - Zee News http://t.co/L7XRtOPJPD #Brazil2014 #WorldCup #brazil
brazil_agent	The 2014 World Cup - Fenton Tri County Times http://t.co/ututDwHrV0 #Brazil2014 #WorldCup #brazil
